run_name,run_dir,env_name,env_id,variant,seed,greedy_eval,fully_observed,final_train_return,best_train_return,final_eval_return,train_eval_return_gap,final_train_success,best_train_success,final_eval_success,train_eval_success_gap,throughput_fps,explained_variance,entropy,loss,train_episode_length,eval_episode_length,active_compute_proxy,route_entropy,path_entropy,avg_hop_count,avg_halting_probability,relational_usage_rate,option_duration,option_switch_rate
overfit_empty5_flat_dense,/home/catid/evolve/outputs/minigrid/overfit/overfit_empty5_flat_dense,empty_5x5_fullobs,MiniGrid-Empty-5x5-v0,flat_dense,7,true,true,0.9549999833106995,0.9549999833106995,0.9549999833106995,0.0,1.0,1.0,1.0,0.0,1074.7716349244802,0.9875907897949219,0.01542080519720912,7.738807447310592e-06,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overfit_empty5_token_dense,/home/catid/evolve/outputs/minigrid/overfit/overfit_empty5_token_dense,empty_5x5_fullobs,MiniGrid-Empty-5x5-v0,token_dense,7,true,true,0.9549999833106995,0.9549999833106995,0.9549999833106995,0.0,1.0,1.0,1.0,0.0,269.6655408536242,0.9942783117294312,0.01999874645844102,8.0907140791453e-06,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
