active_compute_proxy,approx_kl,checkpoint,ent_coef_current,entropy,env_id,eval/action_entropy,eval/action_greedy_match,eval/action_logit_margin,eval/action_max_prob,eval/failure_action_logit_margin,eval/failure_action_max_prob,eval/length_median,eval/long_action_max_prob,eval/short_action_max_prob,eval/success_action_logit_margin,eval/success_action_max_prob,eval_episode_length,eval_return,eval_success_rate,expert_load_0,expert_load_1,expert_load_2,expert_load_3,explained_variance,global_step,gpu_utilization,greedy,loss,mode,path_coverage_top_10,path_coverage_top_20,path_coverage_top_50,path_entropy,policy_loss,repr/direction_norm,repr/pooled_norm,repr/token_feature_std,repr/token_norm,repr/token_pairwise_cosine,rollout/action_entropy,rollout/action_greedy_match,rollout/action_logit_margin,rollout/action_max_prob,rollout/action_selected_prob,route_entropy,run_dir,temperature,throughput_fps,train/episode_length,train/episode_return,train/episodes_completed,train/success_rate,update,value_loss,variant,wall_clock_seconds
0.5,0.002791444363538176,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0030.pt,0.001,0.6208090856671333,MiniGrid-DoorKey-5x5-v0,0.2621316073567917,0.9462731481481481,2.26039132709746,0.945067262786958,2.2632523105067595,0.9452688438200181,250.0,,0.945067262786958,2.1717008414091885,0.9388182507620917,246.40625,0.016062499955296516,0.03125,0.25535159930586815,0.25936418026685715,0.24227499216794968,0.24300923477858305,0.2554750442504883,15360.0,0.0,False,-0.00182803237112239,sampled_t0.7,1.0,1.0,1.0,0.6037155091762543,-0.001453406410291791,11.320871531963348,9.366255462169647,0.5139884054660797,11.36485105752945,0.6997276470065117,0.6682909037917852,0.80859375,2.0265690702944994,0.8223041668534279,0.6804089569486678,1.385182797908783,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.7,832.5642004784772,223.5,0.1454000025987625,2.0,0.5,30,0.000492365343234269,sare,18.44902770401677
0.5,0.002791444363538176,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0030.pt,0.001,0.6208090856671333,MiniGrid-DoorKey-5x5-v0,0.07895001097023488,0.984,2.2682854480445385,0.9866502685397863,2.2682854480445385,0.9866502685397863,250.0,,0.9866502685397863,,,250.0,0.0,0.0,0.25535159930586815,0.25936418026685715,0.24227499216794968,0.24300923477858305,0.2554750442504883,15360.0,0.0,False,-0.00182803237112239,sampled_t0.5,1.0,1.0,1.0,0.6037155091762543,-0.001453406410291791,11.320871531963348,9.366255462169647,0.5139884054660797,11.36485105752945,0.6997276470065117,0.6682909037917852,0.80859375,2.0265690702944994,0.8223041668534279,0.6804089569486678,1.385182797908783,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.5,832.5642004784772,223.5,0.1454000025987625,2.0,0.5,30,0.000492365343234269,sare,18.44902770401677
0.5,0.0008207311911974102,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0040.pt,0.001,0.36049120500683784,MiniGrid-DoorKey-5x5-v0,0.3508137790448964,1.0,2.705847700446844,0.9174454993829131,2.705847700446844,0.9174454993829131,250.0,,0.9174454993829131,,,250.0,0.0,0.0,0.2570509687066078,0.25906493328511715,0.2410455783829093,0.24283851496875286,-3.513676643371582,20480.0,0.0,True,-0.0011892826296389103,greedy,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.6054916828870773,-0.00083121721399948,11.329362273216248,8.744020342826843,0.5773135274648666,11.357821762561798,0.6089745722711086,0.3766672289930284,0.890625,2.5979584716260433,0.9089014250785112,0.8163325889036059,1.3847177028656006,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,1.0,832.746260197602,250.0,0.0,1.0,0.0,40,4.854866830328319e-06,sare,24.593325697002
0.5,0.0008207311911974102,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0040.pt,0.001,0.36049120500683784,MiniGrid-DoorKey-5x5-v0,0.34290663365274665,0.9183749999999999,2.747765407383442,0.9201432497054338,2.747765407383442,0.9201432497054338,250.0,,0.9201432497054338,,,250.0,0.0,0.0,0.2570509687066078,0.25906493328511715,0.2410455783829093,0.24283851496875286,-3.513676643371582,20480.0,0.0,False,-0.0011892826296389103,sampled_t1.0,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.6054916828870773,-0.00083121721399948,11.329362273216248,8.744020342826843,0.5773135274648666,11.357821762561798,0.6089745722711086,0.3766672289930284,0.890625,2.5979584716260433,0.9089014250785112,0.8163325889036059,1.3847177028656006,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,1.0,832.746260197602,250.0,0.0,1.0,0.0,40,4.854866830328319e-06,sare,24.593325697002
0.5,0.0008207311911974102,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0040.pt,0.001,0.36049120500683784,MiniGrid-DoorKey-5x5-v0,0.11556543014664203,0.976375,2.767914387315512,0.9778884423449635,2.767914387315512,0.9778884423449635,250.0,,0.9778884423449635,,,250.0,0.0,0.0,0.2570509687066078,0.25906493328511715,0.2410455783829093,0.24283851496875286,-3.513676643371582,20480.0,0.0,False,-0.0011892826296389103,sampled_t0.7,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.6054916828870773,-0.00083121721399948,11.329362273216248,8.744020342826843,0.5773135274648666,11.357821762561798,0.6089745722711086,0.3766672289930284,0.890625,2.5979584716260433,0.9089014250785112,0.8163325889036059,1.3847177028656006,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.7,832.746260197602,250.0,0.0,1.0,0.0,40,4.854866830328319e-06,sare,24.593325697002
0.5,0.0008207311911974102,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0040.pt,0.001,0.36049120500683784,MiniGrid-DoorKey-5x5-v0,0.02887077868054621,0.9945,2.775035583078861,0.9955743965357542,2.775035583078861,0.9955743965357542,250.0,,0.9955743965357542,,,250.0,0.0,0.0,0.2570509687066078,0.25906493328511715,0.2410455783829093,0.24283851496875286,-3.513676643371582,20480.0,0.0,False,-0.0011892826296389103,sampled_t0.5,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.6054916828870773,-0.00083121721399948,11.329362273216248,8.744020342826843,0.5773135274648666,11.357821762561798,0.6089745722711086,0.3766672289930284,0.890625,2.5979584716260433,0.9089014250785112,0.8163325889036059,1.3847177028656006,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.5,832.746260197602,250.0,0.0,1.0,0.0,40,4.854866830328319e-06,sare,24.593325697002
0.5,0.002437400951748714,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0050.pt,0.001,0.4623920861631632,MiniGrid-DoorKey-5x5-v0,0.49064334919303654,1.0,2.737115251541138,0.8842805925533176,2.737115251541138,0.8842805925533176,250.0,,0.8842805925533176,,,250.0,0.0,0.0,0.24930794537067413,0.2618086840957403,0.24139606580138206,0.24748729169368744,-0.7376754283905029,25600.0,0.0,True,-0.006598408377612941,greedy,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.5894054211676121,-0.006137908931123093,11.34157782793045,8.948014497756958,0.5531647130846977,11.354496419429779,0.6408997401595116,0.45451952889561653,0.8828125,2.616626013070345,0.8916783714666963,0.793096718378365,1.3848892003297806,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,1.0,834.1360951591485,250.0,0.0,1.0,0.0,50,3.7842489746253705e-06,sare,30.69043546798639
0.5,0.002437400951748714,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0050.pt,0.001,0.4623920861631632,MiniGrid-DoorKey-5x5-v0,0.4863954630104369,0.88658287333437,2.7605852945928606,0.8856318920316015,2.7509138483179028,0.8850352818308205,250.0,,0.8856318920316015,2.854075941917452,0.8913991239724837,246.90625,0.020512499380856752,0.09375,0.24930794537067413,0.2618086840957403,0.24139606580138206,0.24748729169368744,-0.7376754283905029,25600.0,0.0,False,-0.006598408377612941,sampled_t1.0,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.5894054211676121,-0.006137908931123093,11.34157782793045,8.948014497756958,0.5531647130846977,11.354496419429779,0.6408997401595116,0.45451952889561653,0.8828125,2.616626013070345,0.8916783714666963,0.793096718378365,1.3848892003297806,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,1.0,834.1360951591485,250.0,0.0,1.0,0.0,50,3.7842489746253705e-06,sare,30.69043546798639
0.5,0.002437400951748714,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0050.pt,0.001,0.4623920861631632,MiniGrid-DoorKey-5x5-v0,0.17372771869041026,0.96475,2.781465026497841,0.9672914990335703,2.781465026497841,0.9672914990335703,250.0,,0.9672914990335703,,,250.0,0.0,0.0,0.24930794537067413,0.2618086840957403,0.24139606580138206,0.24748729169368744,-0.7376754283905029,25600.0,0.0,False,-0.006598408377612941,sampled_t0.7,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.5894054211676121,-0.006137908931123093,11.34157782793045,8.948014497756958,0.5531647130846977,11.354496419429779,0.6408997401595116,0.45451952889561653,0.8828125,2.616626013070345,0.8916783714666963,0.793096718378365,1.3848892003297806,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.7,834.1360951591485,250.0,0.0,1.0,0.0,50,3.7842489746253705e-06,sare,30.69043546798639
0.5,0.002437400951748714,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0050.pt,0.001,0.4623920861631632,MiniGrid-DoorKey-5x5-v0,0.04255743750394322,0.9922500000000001,2.783450658410788,0.9937045580074191,2.783450658410788,0.9937045580074191,250.0,,0.9937045580074191,,,250.0,0.0,0.0,0.24930794537067413,0.2618086840957403,0.24139606580138206,0.24748729169368744,-0.7376754283905029,25600.0,0.0,False,-0.006598408377612941,sampled_t0.5,0.9999999962747097,0.9999999962747097,0.9999999962747097,0.5894054211676121,-0.006137908931123093,11.34157782793045,8.948014497756958,0.5531647130846977,11.354496419429779,0.6408997401595116,0.45451952889561653,0.8828125,2.616626013070345,0.8916783714666963,0.793096718378365,1.3848892003297806,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.5,834.1360951591485,250.0,0.0,1.0,0.0,50,3.7842489746253705e-06,sare,30.69043546798639
0.5,0.0019026142545044422,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0060.pt,0.001,0.7340495027601719,MiniGrid-DoorKey-5x5-v0,0.691493327409029,1.0,2.1700377484858038,0.8065778717249632,2.1700377484858038,0.8065778717249632,250.0,,0.8065778717249632,,,250.0,0.0,0.0,0.24405004922300577,0.27275511622428894,0.2400453658774495,0.2431494751945138,-0.8850973844528198,30720.0,0.0,True,-0.0019210866012144834,greedy,0.9999999925494194,0.9999999925494194,0.9999999925494194,0.5549655184149742,-0.0012005071039311588,11.339578092098236,9.320236563682556,0.511862650513649,11.365488290786743,0.6951524540781975,0.7814125409349799,0.771484375,1.923895701766014,0.767125085927546,0.6158699565567076,1.383988618850708,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,1.0,833.4327464358822,0.0,0.0,0.0,0.0,60,2.6941425403492758e-05,sare,36.85960280703148
0.5,0.0019026142545044422,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0060.pt,0.001,0.7340495027601719,MiniGrid-DoorKey-5x5-v0,0.6892416362294224,0.8049214025601656,2.1635281709903937,0.8073795157509343,2.1664635477066034,0.8076208551862966,250.0,,0.8073795157509343,2.1560266527156338,0.8067627594161192,231.0,0.09652499807998538,0.28125,0.24405004922300577,0.27275511622428894,0.2400453658774495,0.2431494751945138,-0.8850973844528198,30720.0,0.0,False,-0.0019210866012144834,sampled_t1.0,0.9999999925494194,0.9999999925494194,0.9999999925494194,0.5549655184149742,-0.0012005071039311588,11.339578092098236,9.320236563682556,0.511862650513649,11.365488290786743,0.6951524540781975,0.7814125409349799,0.771484375,1.923895701766014,0.767125085927546,0.6158699565567076,1.383988618850708,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,1.0,833.4327464358822,0.0,0.0,0.0,0.0,60,2.6941425403492758e-05,sare,36.85960280703148
0.5,0.0019026142545044422,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0060.pt,0.001,0.7340495027601719,MiniGrid-DoorKey-5x5-v0,0.3424239958660115,0.9217738095238095,2.172856131971355,0.9210901155133568,2.173092656074031,0.9211233548195131,250.0,,0.9210901155133568,2.165523884788392,0.9200596970225138,246.125,0.01707500033080578,0.03125,0.24405004922300577,0.27275511622428894,0.2400453658774495,0.2431494751945138,-0.8850973844528198,30720.0,0.0,False,-0.0019210866012144834,sampled_t0.7,0.9999999925494194,0.9999999925494194,0.9999999925494194,0.5549655184149742,-0.0012005071039311588,11.339578092098236,9.320236563682556,0.511862650513649,11.365488290786743,0.6951524540781975,0.7814125409349799,0.771484375,1.923895701766014,0.767125085927546,0.6158699565567076,1.383988618850708,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.7,833.4327464358822,0.0,0.0,0.0,0.0,60,2.6941425403492758e-05,sare,36.85960280703148
0.5,0.0019026142545044422,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0060.pt,0.001,0.7340495027601719,MiniGrid-DoorKey-5x5-v0,0.1232090024612844,0.975375,2.1775714008510114,0.9776485232189298,2.1775714008510114,0.9776485232189298,250.0,,0.9776485232189298,,,250.0,0.0,0.0,0.24405004922300577,0.27275511622428894,0.2400453658774495,0.2431494751945138,-0.8850973844528198,30720.0,0.0,False,-0.0019210866012144834,sampled_t0.5,0.9999999925494194,0.9999999925494194,0.9999999925494194,0.5549655184149742,-0.0012005071039311588,11.339578092098236,9.320236563682556,0.511862650513649,11.365488290786743,0.6951524540781975,0.7814125409349799,0.771484375,1.923895701766014,0.767125085927546,0.6158699565567076,1.383988618850708,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,0.5,833.4327464358822,0.0,0.0,0.0,0.0,60,2.6941425403492758e-05,sare,36.85960280703148
0.5,0.0005038637027610093,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan/checkpoint_update_0070.pt,0.001,0.5736766383051872,MiniGrid-DoorKey-5x5-v0,0.6150455697998405,1.0,2.137925102353096,0.8363670673742891,2.137925102353096,0.8363670673742891,250.0,,0.8363670673742891,,,250.0,0.0,0.0,0.2464292487129569,0.26350980810821056,0.2410000180825591,0.2490609297528863,-2.420764446258545,35840.0,0.0,True,-0.002592737544546253,greedy,0.9999999850988388,0.9999999850988388,0.9999999850988388,0.5316473878920078,-0.002020631800405681,11.348535358905792,9.432790577411652,0.4989791661500931,11.364595413208008,0.7117445841431618,0.5505593456327915,0.859375,2.343038931488991,0.8605438163504004,0.7484853742644191,1.384873054921627,outputs/experiments/greedy_recovery/checkpoint_dynamics/minigrid_doorkey_sare_ent1e3_ckptscan,1.0,826.7444296281758,250.0,0.0,3.0,0.0,70,3.1412075713888044e-06,sare,43.350760786037426
