run_name,run_dir,env_name,env_id,variant,seed,greedy_eval,fully_observed,final_train_return,best_train_return,final_eval_return,train_eval_return_gap,final_train_success,best_train_success,final_eval_success,train_eval_success_gap,throughput_fps,explained_variance,entropy,loss,train_episode_length,eval_episode_length,active_compute_proxy,route_entropy,path_entropy,avg_hop_count,avg_halting_probability,relational_usage_rate,option_duration,option_switch_rate
empty_flat_dense,/home/catid/evolve/outputs/experiments/minigrid_sanity_dense/empty_flat_dense,empty_5x5,MiniGrid-Empty-5x5-v0,flat_dense,7,true,false,0.9548902558117378,0.9549562031915299,0.9549999833106995,-0.00010972749896165368,1.0,1.0,1.0,0.0,9464.47265625,0.7265006899833679,0.01805242709815502,-0.0009420927963219583,5.012195121951219,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
empty_token_dense,/home/catid/evolve/outputs/experiments/minigrid_sanity_dense/empty_token_dense,empty_5x5,MiniGrid-Empty-5x5-v0,token_dense,7,true,false,0.9549113306505926,0.9549999792598983,0.9549999833106995,-8.865266010682493e-05,1.0,1.0,1.0,0.0,6451.404296875,0.9623648524284363,0.011389962397515774,-0.0003794299846049398,5.009852216748769,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fourrooms_flat_dense,/home/catid/evolve/outputs/experiments/minigrid_sanity_dense/fourrooms_flat_dense,fourrooms,MiniGrid-FourRooms-v0,flat_dense,7,true,false,0.08393103500892377,0.21974998712539673,0.0,0.08393103500892377,0.13793103448275862,0.375,0.0,0.13793103448275862,9287.3779296875,-0.6422672867774963,1.7314940690994263,-0.016438068822026253,92.20689655172414,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fourrooms_token_dense,/home/catid/evolve/outputs/experiments/minigrid_sanity_dense/fourrooms_token_dense,fourrooms,MiniGrid-FourRooms-v0,token_dense,7,true,false,0.0,0.37550000349680585,0.0,0.0,0.0,0.5,0.0,0.0,6340.20556640625,-2.0938265323638916,1.6914634704589844,-0.017147714272141457,100.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
