active_compute_proxy,checkpoint_path,collection/accepted_episodes,collection/action_count_0,collection/action_count_1,collection/action_count_2,collection/action_count_3,collection/action_count_4,collection/action_count_5,collection/action_entropy,collection/action_frac_0,collection/action_frac_1,collection/action_frac_2,collection/action_frac_3,collection/action_frac_4,collection/action_frac_5,collection/active_compute_proxy,collection/disagreement_rate,collection/episodes_seen,collection/expert_load_0,collection/expert_load_1,collection/expert_load_2,collection/expert_load_3,collection/failure_episode_disagreement,collection/mean_length,collection/mean_return,collection/path_coverage_top_10,collection/path_coverage_top_20,collection/path_coverage_top_50,collection/path_entropy,collection/repr/direction_norm,collection/repr/pooled_norm,collection/repr/token_feature_std,collection/repr/token_norm,collection/repr/token_pairwise_cosine,collection/route_entropy,collection/steps,collection/student_confidence_mean,collection/student_entropy_mean,collection/success_episode_disagreement,collection/success_rate,collection/teacher_confidence_mean,collection/teacher_confidence_std,collection/teacher_entropy_mean,collection/teacher_margin_mean,collection/unique_state_count,collection/unique_state_ratio,config_path,eval/action_entropy,eval/action_greedy_match,eval/action_logit_margin,eval/action_max_prob,eval/failure_action_logit_margin,eval/failure_action_max_prob,eval/length_median,eval/long_action_max_prob,eval/short_action_max_prob,eval/success_action_logit_margin,eval/success_action_max_prob,eval_episode_length,eval_return,eval_success_rate,expert_load_0,expert_load_1,expert_load_2,expert_load_3,greedy,label,method,mode,path_coverage_top_10,path_coverage_top_20,path_coverage_top_50,path_entropy,repr/direction_norm,repr/pooled_norm,repr/token_feature_std,repr/token_norm,repr/token_pairwise_cosine,round_index,route_entropy,run_dir,seed,stage,temperature,variant
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/sare_ent1e3/latest.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,1.4438573969975113,1.0,0.3966457797586918,0.38129250715859236,0.3966457797586918,0.38129250715859236,250.0,,0.38129250715859236,,,250.0,0.0,0.0,0.23817616169154643,0.24950483644753693,0.24542999598383902,0.26688897985219956,True,seed_11_round_0,lss_baseline,greedy,0.9999999477565289,0.9999999477565289,0.9999999477565289,0.9346507635116578,11.376037075042724,7.825732196569443,0.6592565921247006,11.327754793643951,0.48950075076520444,0,1.3832198657989503,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,1.0,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/sare_ent1e3/latest.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,1.361898831638862,0.43587663196320986,0.6351488340379511,0.4384031146185778,0.7233162578174045,0.4607714047687394,140.0,0.45514626208987463,0.42165996714728093,0.6104619553797042,0.43213999337653247,148.265625,0.44436875148676336,0.78125,0.2379903525791385,0.24905523604580335,0.24503753115362548,0.2679168607362292,False,seed_11_round_0,lss_baseline,sampled_t1.0,0.9999999695687325,0.9999999695687325,0.9999999695687325,0.9292286751041938,11.39178077276651,7.685186987960494,0.6646630410830696,11.330651201211014,0.47627930195590895,0,1.382931563858088,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,1.0,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/sare_ent1e3/latest.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,1.1619404894405112,0.5109820640660601,0.6267768125977519,0.5205489300594777,0.8872723741531371,0.5901261649387225,124.0,0.535934381479567,0.5051634786393884,0.553838055362244,0.5010673042932892,140.234375,0.4732812521979213,0.78125,0.2379463784066327,0.24895930147082934,0.24495837650275581,0.2681359232010317,False,seed_11_round_0,lss_baseline,sampled_t0.7,0.9999999698061857,0.9999999698061857,0.9999999698061857,0.9278208126477616,11.388216143954173,7.65126226179314,0.6668597645751753,11.331251312750705,0.47216073319634,0,1.3828836296775266,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,0.7,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/sare_ent1e3/latest.pt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,1.0146323931646108,0.5863025594693723,0.5726083797275734,0.5904753025481362,0.8114796185834068,0.6452301004018102,135.0,0.5970813086681119,0.5842696604354318,0.50572443284794,0.5751439591491073,143.28125,0.46231250022538006,0.78125,0.23801898793317378,0.24909437759779393,0.24508764683268963,0.26779896710067985,False,seed_11_round_0,lss_baseline,sampled_t0.5,0.9999999733641743,0.9999999733641743,0.9999999733641743,0.9295063546858728,11.38551935851574,7.691605886071921,0.6644870836753398,11.330403757840395,0.4769035703269765,0,1.3829653390683234,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,0.5,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/round_01.pt,64.0,6004.0,7737.0,2.0,2257.0,,,0.9965520482307586,0.37525,0.4835625,0.000125,0.1410625,,,0.5,0.9998125,64.0,0.23814148328453302,0.24945408700406552,0.24537554411590098,0.2670288576185703,0.9998125,250.0,0.0,0.9999999701082707,0.9999999701082707,0.9999999701082707,0.9337529890835286,11.379018122673035,7.8025258407592775,0.6612152818143368,11.32790347290039,0.48658726903796196,1.3831735499501228,16000.0,0.38716814138554034,1.4376767369732262,,0.0,0.9935070278719068,0.015471118757759389,0.038389833046414426,6.368120980232954,31.0,0.0019375,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.2073514192097355,1.0,3.652597666785121,0.9316938853859902,3.652597666785121,0.9316938853859902,250.0,,0.9316938853859902,,,250.0,0.0,0.0,0.2461840979382396,0.2498595210239291,0.2473157753497362,0.2566405749171972,True,seed_11_round_1,lss_baseline,greedy,0.9999999998807907,0.9999999998807907,0.9999999998807907,1.348010894715786,11.51229413843155,1.6004514998793602,0.9644306040108204,11.384531187057496,-0.0008722398187383078,1,1.3645925816893578,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,1.0,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/round_01.pt,64.0,6004.0,7737.0,2.0,2257.0,,,0.9965520482307586,0.37525,0.4835625,0.000125,0.1410625,,,0.5,0.9998125,64.0,0.23814148328453302,0.24945408700406552,0.24537554411590098,0.2670288576185703,0.9998125,250.0,0.0,0.9999999701082707,0.9999999701082707,0.9999999701082707,0.9337529890835286,11.379018122673035,7.8025258407592775,0.6612152818143368,11.32790347290039,0.48658726903796196,1.3831735499501228,16000.0,0.38716814138554034,1.4376767369732262,,0.0,0.9935070278719068,0.015471118757759389,0.038389833046414426,6.368120980232954,31.0,0.0019375,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.22616316194809044,0.9209375000000001,3.4606877934783693,0.9229469285458326,3.4606877934783693,0.9229469285458326,250.0,,0.9229469285458326,,,250.0,0.0,0.0,0.2447457118406892,0.2503348162546754,0.24784329011291265,0.257076150611043,False,seed_11_round_1,lss_baseline,sampled_t1.0,0.9999999994039536,0.9999999994039536,0.9999999994039536,1.344392493069172,11.515252872467041,1.506401731967926,0.9651106937229633,11.380945544719696,-0.0029466256965242793,1,1.3650530473589897,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,1.0,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/round_01.pt,64.0,6004.0,7737.0,2.0,2257.0,,,0.9965520482307586,0.37525,0.4835625,0.000125,0.1410625,,,0.5,0.9998125,64.0,0.23814148328453302,0.24945408700406552,0.24537554411590098,0.2670288576185703,0.9998125,250.0,0.0,0.9999999701082707,0.9999999701082707,0.9999999701082707,0.9337529890835286,11.379018122673035,7.8025258407592775,0.6612152818143368,11.32790347290039,0.48658726903796196,1.3831735499501228,16000.0,0.38716814138554034,1.4376767369732262,,0.0,0.9935070278719068,0.015471118757759389,0.038389833046414426,6.368120980232954,31.0,0.0019375,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.10346534987509222,0.9591875,3.58458475586772,0.9594052740484476,3.58458475586772,0.9594052740484476,250.0,,0.9594052740484476,,,250.0,0.0,0.0,0.2459341702386737,0.24996473509073258,0.24740684755891562,0.25669421872496606,False,seed_11_round_1,lss_baseline,sampled_t0.7,0.9999999998509884,0.9999999998509884,0.9999999998509884,1.3477036938071252,11.517502217769623,1.5839316627383233,0.9645823186635971,11.383609939575196,-0.0013789570596854902,1,1.3646493953466416,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,0.7,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/round_01.pt,64.0,6004.0,7737.0,2.0,2257.0,,,0.9965520482307586,0.37525,0.4835625,0.000125,0.1410625,,,0.5,0.9998125,64.0,0.23814148328453302,0.24945408700406552,0.24537554411590098,0.2670288576185703,0.9998125,250.0,0.0,0.9999999701082707,0.9999999701082707,0.9999999701082707,0.9337529890835286,11.379018122673035,7.8025258407592775,0.6612152818143368,11.32790347290039,0.48658726903796196,1.3831735499501228,16000.0,0.38716814138554034,1.4376767369732262,,0.0,0.9935070278719068,0.015471118757759389,0.038389833046414426,6.368120980232954,31.0,0.0019375,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.055796521149006816,0.9742500000000001,3.695845249682665,0.9742781081311405,3.695845249682665,0.9742781081311405,250.0,,0.9742781081311405,,,250.0,0.0,0.0,0.24618120275437833,0.24987113470584155,0.2473152843788266,0.25663234873116014,False,seed_11_round_1,lss_baseline,sampled_t0.5,0.9999999998807907,0.9999999998807907,0.9999999998807907,1.3483884130120278,11.514854209423065,1.6003851354718208,0.9644334959685803,11.38432600069046,-0.0008874562960845651,1,1.3645952516198159,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,0.5,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/round_02.pt,64.0,3026.0,1759.0,11172.0,43.0,,,0.8243873290696008,0.189125,0.1099375,0.69825,0.0026875,,,0.5,0.939375,64.0,0.24701337137818336,0.24962330870330335,0.2469776896983385,0.2563856227248907,0.9393750000000001,250.0,0.0,0.9999999997615814,0.9999999997615814,0.9999999997615814,1.3484063199162484,11.497395176887512,1.5541139413118363,0.9647699417471886,11.385075446605683,-0.0016039062772179023,1.3643259582519531,16000.0,0.9253631496503949,0.21055372427689145,,0.0,0.9890689899921418,0.034488130228376,0.04578049301114515,6.763351842880249,41.0,0.0025625,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.03698544428506284,1.0,5.887164567470551,0.9933769053630531,5.887164567470551,0.9933769053630531,250.0,,0.9933769053630531,,,250.0,0.0,0.0,0.24868196126818656,0.2504787070453167,0.24574259290099143,0.25509671452641486,True,seed_11_round_2,lss_baseline,greedy,0.9999999999403953,0.9999999999403953,0.9999999999403953,1.2938072761893273,11.446082255840302,0.8440020246207715,0.9671706614792347,11.35632012939453,-0.014715509646572172,2,1.356596223771572,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,1.0,sare
0.5,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/round_02.pt,64.0,3026.0,1759.0,11172.0,43.0,,,0.8243873290696008,0.189125,0.1099375,0.69825,0.0026875,,,0.5,0.939375,64.0,0.24701337137818336,0.24962330870330335,0.2469776896983385,0.2563856227248907,0.9393750000000001,250.0,0.0,0.9999999997615814,0.9999999997615814,0.9999999997615814,1.3484063199162484,11.497395176887512,1.5541139413118363,0.9647699417471886,11.385075446605683,-0.0016039062772179023,1.3643259582519531,16000.0,0.9253631496503949,0.21055372427689145,,0.0,0.9890689899921418,0.034488130228376,0.04578049301114515,6.763351842880249,41.0,0.0025625,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss/student_resolved_config.yaml,0.03751717099853071,0.9929292993012422,5.933707986241282,0.9931271367758593,5.96928312037068,0.9934853994538706,250.0,,0.9931271367758593,4.830878828229926,0.9820209937575071,248.5625,0.008299999870359898,0.03125,0.2488418225646019,0.2504249660074711,0.2456794646307826,0.2550537262111902,False,seed_11_round_2,lss_baseline,sampled_t1.0,0.9999999997317791,0.9999999997317791,0.9999999997317791,1.2933662250638007,11.445936144828796,0.8472187567651271,0.9671761522889137,11.356276230335236,-0.014608490325976163,2,1.3564975064992906,outputs/reproductions/lss_robustness_baseline/seed_11/flat_dense_to_sare_lss,11,heterogeneity,1.0,sare
