active_compute_proxy,checkpoint_path,config_path,eval/action_entropy,eval/action_greedy_match,eval/action_logit_margin,eval/action_max_prob,eval/failure_action_logit_margin,eval/failure_action_max_prob,eval/length_median,eval/long_action_max_prob,eval/short_action_max_prob,eval/success_action_logit_margin,eval/success_action_max_prob,eval_episode_length,eval_return,eval_success_rate,expert_load_0,expert_load_1,expert_load_2,expert_load_3,greedy,label,lane,method,mode,path_coverage_top_10,path_coverage_top_20,path_coverage_top_50,path_entropy,repr/direction_norm,repr/pooled_norm,repr/token_feature_std,repr/token_norm,repr/token_pairwise_cosine,route_entropy,run_dir,seed,stage,temperature,variant
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/sare_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/sare_ent1e3/resolved_config.yaml,1.2273850434049964,1.0,0.5402715673670172,0.48497066188044846,0.5402715673670172,0.48497066188044846,250.0,,0.48497066188044846,,,250.0,0.0,0.0,0.24717620841413737,0.24631508538126945,0.25383934274315834,0.252669357791543,True,baseline_sare,fresh,baseline,greedy,0.9999999851286411,0.9999999851286411,0.9999999851286411,1.3110624259114265,11.614155915260316,1.5269912911653518,0.9710371480584145,11.430612213134765,-0.00043547491217759673,1.385384712934494,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/sare_ent1e3,29,fresh,1.0,sare
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/sare_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/sare_ent1e3/resolved_config.yaml,0.9443810074642522,0.666440971926612,1.4501014726749257,0.6482721956671124,2.7945475440025334,0.8676743907928467,30.0,0.6614722200734483,0.6358721727399481,1.3839811740850434,0.6374819237756829,47.859375,0.8230187487788498,0.953125,0.24655610855136598,0.24516327116071904,0.2541299960854965,0.2541505960824852,False,baseline_sare,fresh,baseline,sampled_t1.0,0.999999974729828,0.999999974729828,0.999999974729828,1.310911417556798,11.630295995193693,2.0395535980501482,0.9601157230715598,11.446948734845984,0.013569858554597249,1.3852199870869861,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/sare_ent1e3,29,fresh,1.0,sare
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/kl_lss_sare/student_resolved_config.yaml,0.0525920560435896,1.0,6.262577737517697,0.9907309017055498,,,11.0,0.9891681441119856,0.9915494890164643,6.262577737517697,0.9907309017055498,10.75,0.9612999856472015,1.0,0.24140086904000702,0.24509716837593679,0.24243992734491154,0.2710620117991158,True,kl_lss_sare,fresh,kl_lss_sare,greedy,0.9999999845965525,0.9999999845965525,0.9999999845965525,1.1888078451156616,11.629900321531832,0.8468509075346957,0.9853374703546588,11.418369143196706,-0.013571931295138732,1.3778435326694103,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/kl_lss_sare,29,fresh,1.0,sare
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/kl_lss_sare/student_resolved_config.yaml,0.054628999532672265,0.9971487713675213,6.230921744094456,0.9903525156035229,,,11.0,0.9880770548731929,0.9914637871229864,6.230921744094456,0.9903525156035229,11.28125,0.9593874858692288,1.0,0.24123273036813223,0.2449983505792515,0.24219370417056546,0.2715751938922431,False,kl_lss_sare,fresh,kl_lss_sare,sampled_t1.0,0.9999999846181562,0.9999999846181562,0.9999999846181562,1.189149018256895,11.624012403590704,0.8756370429069765,0.9849640746270457,11.418828636087397,-0.013044185190391477,1.3777014670833465,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/kl_lss_sare,29,fresh,1.0,sare
1.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_29/kl_lss_single_expert/latest.pt,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_29/kl_lss_single_expert/student_resolved_config.yaml,0.08919873409001,1.0,5.676841332984312,0.9836447642998176,,,11.0,0.984388144767204,0.9832553745311868,5.676841332984312,0.9836447642998176,10.75,0.9612999856472015,1.0,1.0,,,,True,kl_lss_single_expert,fresh,kl_lss_single_expert,greedy,1.0,1.0,1.0,0.0,11.435090343603926,0.7922619099027655,0.9929274213447999,11.39996008926563,-0.014834525450812966,0.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_29/kl_lss_single_expert,29,fresh,1.0,single_expert
1.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_29/kl_lss_single_expert/latest.pt,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_29/kl_lss_single_expert/student_resolved_config.yaml,0.09216616988588416,0.9910640357905983,5.650398256290382,0.9828550057009429,,,11.0,0.9818326630971154,0.9835103535239094,5.650398256290382,0.9828550057009429,11.1875,0.959724985063076,1.0,1.0,,,,False,kl_lss_single_expert,fresh,kl_lss_single_expert,sampled_t1.0,1.0,1.0,1.0,0.0,11.434765979807864,0.79793821419439,0.9928533832232157,11.399902764187065,-0.01473615184846905,0.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_29/kl_lss_single_expert,29,fresh,1.0,single_expert
1.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_29/kl_lss_token_dense/latest.pt,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_29/kl_lss_token_dense/student_resolved_config.yaml,0.10428911266364496,1.0,5.169203022758037,0.9774738677415882,4.077185135444005,0.9806097323596478,11.0,0.9793532633039687,0.9758155775394878,5.824413755146456,0.9755923489707523,99.84375,0.603062491863966,0.625,,,,,True,kl_lss_token_dense,fresh,kl_lss_token_dense,greedy,,,,,11.481978068809463,9.36977222913091,0.5204467664077823,11.363725170909563,0.7109718080134757,0.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_29/kl_lss_token_dense,29,fresh,1.0,token_dense
1.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_29/kl_lss_token_dense/latest.pt,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_29/kl_lss_token_dense/student_resolved_config.yaml,0.12310962055925966,0.9779091790562379,5.089925643635086,0.9701980174164638,4.017675819106724,0.9748685207988906,12.0,0.9648932465965565,0.9745933989529586,5.691431642760752,0.9675779789336393,96.625,0.6162124909460545,0.640625,,,,,False,kl_lss_token_dense,fresh,kl_lss_token_dense,sampled_t1.0,,,,,11.48005410684989,9.361052771027271,0.5204547670526574,11.364736452698708,0.7092643924630605,0.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_29/kl_lss_token_dense,29,fresh,1.0,token_dense
1.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/token_dense_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/token_dense_ent1e3/resolved_config.yaml,1.5690613394491375,1.0,0.5195666021183133,0.3727724331393838,0.5195666021183133,0.3727724331393838,250.0,,0.3727724331393838,,,250.0,0.0,0.0,,,,,True,recovered_token_dense,fresh,baseline,greedy,,,,,11.351515975475312,11.079386339187622,0.19590054032951593,11.369767733097076,0.9584497376084328,0.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/token_dense_ent1e3,29,fresh,1.0,token_dense
1.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/token_dense_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/token_dense_ent1e3/resolved_config.yaml,1.5357960911914708,0.346375,0.3575792647562921,0.35076349191181366,0.3575792647562921,0.35076349191181366,250.0,,0.35076349191181366,,,250.0,0.0,0.0,,,,,False,recovered_token_dense,fresh,baseline,sampled_t1.0,,,,,11.339360697746276,11.074887322425843,0.1878545469790697,11.359610502243042,0.9620134482979774,0.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_29/token_dense_ent1e3,29,fresh,1.0,token_dense
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/sare_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/sare_ent1e3/resolved_config.yaml,1.2607887341640889,1.0,0.7966405537724495,0.533895248387009,0.7966405537724495,0.533895248387009,250.0,,0.533895248387009,,,250.0,0.0,0.0,0.2446320981308818,0.2526995932906866,0.24936841102689505,0.2532998682111502,True,baseline_sare,fresh,baseline,greedy,0.9999999701678753,0.9999999701678753,0.9999999701678753,1.0143879957199096,11.392337875366211,7.2073185069561,0.7225073770284652,11.318674580574037,0.4192963135689497,1.3853823636174203,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/sare_ent1e3,31,fresh,1.0,sare
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/sare_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/sare_ent1e3/resolved_config.yaml,1.2515606987388432,0.5459132659454381,0.8915903071672463,0.5450807057680216,0.9096183588572911,0.5540805903400694,250.0,,0.5450807057680216,0.8698323137482267,0.5342187761121018,201.0625,0.2214874983765185,0.453125,0.24447938854604034,0.25449706167495895,0.24886840456149334,0.25215511631336057,False,baseline_sare,fresh,baseline,sampled_t1.0,0.9999999826523795,0.9999999826523795,0.9999999826523795,1.0226155464397368,11.393801446623424,6.750682363006469,0.7490546652014302,11.329096424593306,0.3681750225179094,1.3852463545262745,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/sare_ent1e3,31,fresh,1.0,sare
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/kl_lss_sare/student_resolved_config.yaml,0.33172948469749386,1.0,4.1468546901499455,0.9045691849282859,,,9.0,0.9051141423260495,0.9042198532630528,4.1468546901499455,0.9045691849282859,9.640625,0.965293737128377,1.0,0.25239274089719044,0.24903068093605985,0.25379345740801024,0.24478309298003162,True,kl_lss_sare,fresh,kl_lss_sare,greedy,0.9999999793959252,0.9999999793959252,0.9999999793959252,1.2938569180759383,11.449198805255655,1.003424178670954,0.9804031642866723,11.337055359357668,-0.010876132606494206,1.384194744957818,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/kl_lss_sare,31,fresh,1.0,sare
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/kl_lss_sare/student_resolved_config.yaml,0.43562182988421627,0.8519639309828577,3.650078725100339,0.8654331841235794,3.637898723602295,0.9246201303005218,12.0,0.8403676937294703,0.8889795538877423,3.650272058457451,0.8644937087874376,25.046875,0.9082687390036881,0.984375,0.2538367753081462,0.24787563649827943,0.25165934066342954,0.24662821986438596,False,kl_lss_sare,fresh,kl_lss_sare,sampled_t1.0,0.9999999914537457,0.9999999914537457,0.9999999914537457,1.291300352443667,11.448935677023496,1.5604648745673544,0.9749983411063167,11.350027101881365,0.0022593421807173665,1.3841743052882307,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/kl_lss_sare,31,fresh,1.0,sare
1.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_31/kl_lss_single_expert/latest.pt,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_31/kl_lss_single_expert/student_resolved_config.yaml,0.15096877528372427,1.0,4.932798121154889,0.9588373913689205,,,9.0,0.9332514950398639,0.9752386069644694,4.932798121154889,0.9588373913689205,9.640625,0.965293737128377,1.0,1.0,,,,True,kl_lss_single_expert,fresh,kl_lss_single_expert,greedy,1.0,1.0,1.0,0.0,11.344979062492465,0.8686572556142453,0.9778757176281493,11.337879840238594,-0.013041380491038715,0.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_31/kl_lss_single_expert,31,fresh,1.0,single_expert
1.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_31/kl_lss_single_expert/latest.pt,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_31/kl_lss_single_expert/student_resolved_config.yaml,0.14574751543703296,0.9640339867235307,4.908910281067744,0.9621403910070507,4.567187625612531,0.9733937079565865,9.0,0.9412483684895036,0.9773859209522879,4.950876221211366,0.9607584047150024,39.40625,0.8471999885514379,0.890625,1.0,,,,False,kl_lss_single_expert,fresh,kl_lss_single_expert,sampled_t1.0,1.0,1.0,1.0,0.0,11.389286460772238,1.6466023088152943,0.9672890777796344,11.330958642594801,0.005047949356067661,0.0,outputs/experiments/lss_multi_expert_hardening/fresh_single_expert_controls/seed_31/kl_lss_single_expert,31,fresh,1.0,single_expert
1.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_31/kl_lss_token_dense/latest.pt,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_31/kl_lss_token_dense/student_resolved_config.yaml,0.043692726489887854,1.0,6.462168098223083,0.9907882040308484,,,9.0,0.9863813886020805,0.9936130857159561,6.462168098223083,0.9907882040308484,9.640625,0.965293737128377,1.0,,,,,True,kl_lss_token_dense,fresh,kl_lss_token_dense,greedy,,,,,11.327873936405888,9.852487163779177,0.4474879985238299,11.32900478221752,0.7672997727806186,0.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_31/kl_lss_token_dense,31,fresh,1.0,token_dense
1.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_31/kl_lss_token_dense/latest.pt,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_31/kl_lss_token_dense/student_resolved_config.yaml,0.047741589931198467,0.9882161458333334,6.432111687071773,0.9889775244504628,,,9.0,0.9818226513076295,0.9941986480952333,6.432111687071773,0.9889775244504628,9.859375,0.9645062368363142,1.0,,,,,False,kl_lss_token_dense,fresh,kl_lss_token_dense,sampled_t1.0,,,,,11.327875286699777,9.836188270385007,0.4495037460183523,11.329065529696912,0.7648619908884348,0.0,outputs/experiments/lss_claim_consolidation/fresh_matched_controls/seed_31/kl_lss_token_dense,31,fresh,1.0,token_dense
1.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/token_dense_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/token_dense_ent1e3/resolved_config.yaml,0.027271169743622543,1.0,7.102591631795323,0.9957016342322895,,,10.0,0.9943620315007401,0.9968115907812874,7.102591631795323,0.9957016342322895,10.703125,0.9614687357097864,1.0,,,,,True,recovered_token_dense,fresh,baseline,greedy,,,,,11.332968165365498,10.16641579317243,0.393901840689477,11.336485905593701,0.814521026075556,0.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/token_dense_ent1e3,31,fresh,1.0,token_dense
1.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/token_dense_ent1e3/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/token_dense_ent1e3/resolved_config.yaml,0.028752975039398214,0.9946222333630421,7.083657193374805,0.995286801067081,,,10.0,0.9935233206281029,0.9968428132191204,7.083657193374805,0.995286801067081,10.796875,0.9611312355846167,1.0,,,,,False,recovered_token_dense,fresh,baseline,sampled_t1.0,,,,,11.332886357461252,10.164542639127342,0.39409272292608855,11.336511488883726,0.8142658843789049,0.0,outputs/experiments/lss_claim_hardening/additional_seeds/seed_31/token_dense_ent1e3,31,fresh,1.0,token_dense
0.5,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/sare_ent1e3/latest.pt,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/sare_ent1e3/resolved_config.yaml,1.090180636703968,1.0,2.084039160773158,0.6956926837973296,2.084039160773158,0.6956926837973296,250.0,,0.6956926837973296,,,250.0,0.0,0.0,0.24182586774975062,0.2451690404266119,0.2432035228908062,0.2698015484511852,True,baseline_sare,fresh_extra,baseline,greedy,0.9999999702274799,0.9999999702274799,0.9999999702274799,0.461762626349926,11.299906069755554,9.681111481189728,0.4780923485606909,11.38009931564331,0.7468586269915104,1.384898368358612,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/sare_ent1e3,37,fresh_extra,1.0,sare
0.5,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/sare_ent1e3/latest.pt,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/sare_ent1e3/resolved_config.yaml,1.0895966275468933,0.7012512828407225,2.0840983211879536,0.6958623888620248,2.0841167410112194,0.6957956766197758,250.0,,0.6958623888620248,2.083527306666711,0.6979304683717406,246.671875,0.015106250066310167,0.03125,0.24188843737542629,0.245182794816792,0.24321007975935935,0.2697186703085899,False,baseline_sare,fresh_extra,baseline,sampled_t1.0,0.9999999787509442,0.9999999787509442,0.9999999787509442,0.4699000460654497,11.29998650074005,9.665567499160767,0.48058591403067114,11.37986466217041,0.7444234139621257,1.3849006811380387,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/sare_ent1e3,37,fresh_extra,1.0,sare
0.5,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/kl_lss_sare/student_resolved_config.yaml,0.11814185003624675,1.0,5.566254048432874,0.9714511917920974,,,9.0,0.9706760734215865,0.9719815359403416,5.566254048432874,0.9714511917920974,9.640625,0.965293737128377,1.0,0.2513833649274779,0.260516428002497,0.24298169663766536,0.24511848917094672,True,kl_lss_sare,fresh_extra,kl_lss_sare,greedy,0.9999999738321071,0.9999999738321071,0.9999999738321071,1.2530413996882555,11.379550457000732,1.0238833245707721,0.9440620396195388,11.17782467167552,-0.01132360973009249,1.383850147084492,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/kl_lss_sare,37,fresh_extra,1.0,sare
0.5,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/kl_lss_sare/student_resolved_config.yaml,0.12761221756570035,0.9763959679515746,5.514556271080267,0.9689633026634197,,,10.0,0.9554232550313472,0.9765589391399482,5.514556271080267,0.9689633026634197,10.34375,0.9627624861896038,1.0,0.2511753560258792,0.2610170164933571,0.24292704921502334,0.24488055834976527,False,kl_lss_sare,fresh_extra,kl_lss_sare,sampled_t1.0,0.9999999810869877,0.9999999810869877,0.9999999810869877,1.2483249077430139,11.38951692214379,1.0521985223660102,0.9450106403002372,11.180671756084148,-0.010853877407498658,1.383846490428998,outputs/experiments/lss_claim_broadening/additional_fresh_block/seed_37/kl_lss_sare,37,fresh_extra,1.0,sare
1.0,outputs/experiments/lss_multi_expert_hardening/fresh_extra_single_expert_controls/seed_37/kl_lss_single_expert/latest.pt,outputs/experiments/lss_multi_expert_hardening/fresh_extra_single_expert_controls/seed_37/kl_lss_single_expert/student_resolved_config.yaml,0.1396202082416935,1.0,5.398368870355042,0.955207340389582,,,9.0,0.9721460917526625,0.943617668404316,5.398368870355042,0.955207340389582,9.640625,0.965293737128377,1.0,1.0,,,,True,kl_lss_single_expert,fresh_extra,kl_lss_single_expert,greedy,1.0,1.0,1.0,0.0,11.433189264157923,0.9631300314170558,0.9902721476264116,11.404628416387046,-0.011876468859022347,0.0,outputs/experiments/lss_multi_expert_hardening/fresh_extra_single_expert_controls/seed_37/kl_lss_single_expert,37,fresh_extra,1.0,single_expert
