run_name,run_dir,env_name,env_id,variant,seed,greedy_eval,fully_observed,final_train_return,best_train_return,final_eval_return,train_eval_return_gap,final_train_success,best_train_success,final_eval_success,train_eval_success_gap,throughput_fps,explained_variance,entropy,loss,train_episode_length,eval_episode_length,active_compute_proxy,route_entropy,path_entropy,avg_hop_count,avg_halting_probability,relational_usage_rate,option_duration,option_switch_rate
minigrid_sare_doorkey_matched,/home/catid/evolve/outputs/experiments/minigrid_sare_doorkey_matched,doorkey_5x5,MiniGrid-DoorKey-5x5-v0,sare,7,true,false,0.37806151463435245,0.4492799758911133,0.0,0.37806151463435245,0.6153846153846154,0.9,0.0,0.6153846153846154,6011.79052734375,0.19957636296749115,1.5573539733886719,-0.014158578589558601,162.07692307692307,250.0,0.5,1.3848210573196411,0.13986355066299438,0.0,0.0,0.0,0.0,0.0
