best_round_disagreement,best_round_greedy_success,best_round_index,best_round_path_entropy,best_round_post_unlock_frac,best_round_route_entropy,candidate,final_greedy_success,final_round_disagreement,final_round_post_unlock_frac,label,lane,run_dir,seed
0.13268156424581007,1.0,1,0.0,0.4106145251396648,0.0,round7,1.0,0.0,0.4699367088607595,kl_lss_token_dense,prospective_c,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_c/seed_181/kl_lss_token_dense,181
0.9676875,1.0,5,0.0,0.9756875,0.0,round7,1.0,0.0,0.4349157733537519,kl_lss_single_expert,prospective_c,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_c/seed_191/kl_lss_single_expert,191
0.4916875,1.0,4,0.0,0.0,0.0,round7,1.0,0.0,0.4349157733537519,kl_lss_token_dense,prospective_c,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_c/seed_191/kl_lss_token_dense,191
1.0,0.0,1,0.0,0.0,0.0,round7,0.0,0.0,0.0,kl_lss_single_expert,prospective_c,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_c/seed_193/kl_lss_single_expert,193
0.44862155388471175,0.0,1,0.0,0.36716791979949875,0.0,round7,0.0,0.015625,0.0,kl_lss_token_dense,prospective_c,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_c/seed_193/kl_lss_token_dense,193
0.9348458406050029,1.0,4,0.0,0.9605584642233856,0.0,round7,1.0,0.0,0.4627831715210356,kl_lss_single_expert,prospective_d,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_d/seed_197/kl_lss_single_expert,197
0.4565052375891908,1.0,6,0.0,0.9497495066039168,0.0,round7,1.0,0.0,0.4627831715210356,kl_lss_token_dense,prospective_d,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_d/seed_197/kl_lss_token_dense,197
0.9171145685997171,1.0,5,0.0,0.9533239038189534,0.0,round7,1.0,0.0,0.45980707395498394,kl_lss_single_expert,prospective_d,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_d/seed_199/kl_lss_single_expert,199
0.46101231190150477,1.0,6,0.0,0.9549931600547196,0.0,round7,1.0,0.0,0.45980707395498394,kl_lss_token_dense,prospective_d,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_d/seed_199/kl_lss_token_dense,199
0.8561875,1.0,6,0.0,0.0,0.0,round7,1.0,0.0,0.4532710280373832,kl_lss_single_expert,prospective_d,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_d/seed_211/kl_lss_single_expert,211
0.09411764705882353,1.0,1,0.0,0.4279411764705882,0.0,round7,1.0,0.0,0.4532710280373832,kl_lss_token_dense,prospective_d,outputs/experiments/lss_successor_stress/stage2_controls/round7/prospective_d/seed_211/kl_lss_token_dense,211
