best_round_disagreement,best_round_greedy_success,best_round_index,best_round_post_unlock_frac,best_round_unique_ratio,candidate,checkpoint_path,config_path,current_candidate_greedy_success,current_single_expert_greedy_success,current_token_dense_greedy_success,delta_vs_current_candidate,delta_vs_current_single_expert,delta_vs_current_token_dense,final_greedy_success,final_round_active_compute,final_round_disagreement,final_round_path_entropy,final_round_post_unlock_frac,final_round_route_entropy,final_round_unique_ratio,label,lane,run_dir,seed
0.7274113082039911,1.0,3,0.041019955654102,0.007206208425720621,post_unlock_weighted_disagreement075,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.7556280640994801,0.453416149068323,1.3785887171240414,0.08385093167701864,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_73/kl_lss_sare,73
0.6294375,0.5625,4,0.97825,0.003625,post_unlock_weighted_disagreement075,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,-0.4375,0.5625,-0.4375,0.5625,0.5,0.6294375,1.2689408028125764,0.97825,1.3624074565768243,0.003625,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_79/kl_lss_sare,79
0.979625,0.5625,4,0.979625,0.00275,post_unlock_weighted_disagreement075,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,0.0,0.0,-0.4375,0.5625,0.5,0.979625,0.6115290579795838,0.979625,1.3531990743875504,0.00275,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_b/seed_83/kl_lss_sare,83
0.9236885981787867,1.0,4,0.9565217391304348,0.006669231755803514,post_unlock_weighted_disagreement075,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_89/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_89/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.9236885981787867,0.8409705113333005,0.9565217391304348,1.3835516871168063,0.006669231755803514,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_89/kl_lss_sare,89
0.9954375,0.0,1,0.0,0.0020625,post_unlock_weighted_disagreement075,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_97/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_97/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.5,0.6055,1.1171515381932258,0.9785625,1.382527353644371,0.0033125,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_97/kl_lss_sare,97
0.9668125,1.0,4,0.9788125,0.0034375,post_unlock_weighted_disagreement075,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_101/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_101/kl_lss_sare/student_resolved_config.yaml,1.0,0.671875,0.671875,0.0,0.328125,0.328125,1.0,0.5,0.9668125,1.1148783821463586,0.9788125,1.3777953701615333,0.0034375,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_disagreement075/post_pass_c/seed_101/kl_lss_sare,101
0.7274113082039911,1.0,3,0.041019955654102,0.007206208425720621,post_unlock_weighted_round5,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.7531598583761469,0.4529505582137161,1.3778105169893748,0.0861244019138756,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_73/kl_lss_sare,73
0.7037525652301377,1.0,3,0.022280856053943126,0.007475813544415127,post_unlock_weighted_round5,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,1.2435264616127473,0.4515625,1.358461546610637,0.0859375,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_79/kl_lss_sare,79
0.979625,0.5625,4,0.979625,0.00275,post_unlock_weighted_round5,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,0.0,0.0,-0.4375,0.5625,0.5,0.9353432166438271,0.7534153146444311,0.9595116481873677,1.3608246889667235,0.005855238569826835,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_b/seed_83/kl_lss_sare,83
0.54125,0.515625,5,0.307,0.0033125,post_unlock_weighted_round5,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_89/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_89/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.515625,0.515625,-0.484375,0.515625,0.5,0.54125,0.746463815420866,0.307,1.3837353068590164,0.0033125,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_89/kl_lss_sare,89
0.9645,1.0,5,0.9786875,0.0036875,post_unlock_weighted_round5,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_97/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_97/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.9645,1.1267330280542374,0.9786875,1.3806952170729636,0.0036875,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_97/kl_lss_sare,97
0.9668125,1.0,4,0.9788125,0.0034375,post_unlock_weighted_round5,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_101/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_101/kl_lss_sare/student_resolved_config.yaml,1.0,0.671875,0.671875,0.0,0.328125,0.328125,1.0,0.5,0.0,1.132934073607127,0.4605678233438486,1.3757300078868866,0.08990536277602523,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_round5/post_pass_c/seed_101/kl_lss_sare,101
0.7274113082039911,1.0,3,0.041019955654102,0.007206208425720621,post_unlock_weighted_x6,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0015527950310559005,0.7555278146968168,0.453416149068323,1.377977661525502,0.08385093167701864,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_73/kl_lss_sare,73
0.45727685768723436,1.0,4,0.9503151106551371,0.008207533343104206,post_unlock_weighted_x6,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0.45727685768723436,1.2861668723639954,0.9503151106551371,1.3623069438024726,0.008207533343104206,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_79/kl_lss_sare,79
1.0,0.0,1,0.0,0.0019375,post_unlock_weighted_x6,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,-0.5625,-0.5625,-1.0,0.0,0.5,0.979625,0.6115215326249599,0.979625,1.3560149040818215,0.00275,kl_lss_sare,post_pass_b,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_b/seed_83/kl_lss_sare,83
0.9709375,0.515625,4,0.9789375,0.00325,post_unlock_weighted_x6,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_c/seed_89/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_c/seed_89/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.515625,0.515625,-0.484375,0.515625,0.5,0.9709375,0.9563678775429726,0.9789375,1.38409306204319,0.00325,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_c/seed_89/kl_lss_sare,89
0.9954375,0.0,1,0.0,0.0020625,post_unlock_weighted_x6,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_c/seed_97/kl_lss_sare/latest.pt,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_c/seed_97/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.5,0.5615625,1.1445257286429404,0.8419375,1.3809480735659598,0.00325,kl_lss_sare,post_pass_c,outputs/experiments/lss_canonization_campaign/stage2_rerun/candidates/post_unlock_weighted_x6/post_pass_c/seed_97/kl_lss_sare,97
