best_round_disagreement,best_round_greedy_success,best_round_index,best_round_post_unlock_frac,best_round_unique_ratio,candidate,checkpoint_path,config_path,current_candidate_greedy_success,current_single_expert_greedy_success,current_token_dense_greedy_success,delta_vs_current_candidate,delta_vs_current_single_expert,delta_vs_current_token_dense,final_greedy_success,final_round_active_compute,final_round_added_steps,final_round_aggregate_steps,final_round_disagreement,final_round_fine_tune_steps,final_round_path_entropy,final_round_post_unlock_frac,final_round_route_entropy,final_round_unique_ratio,label,lane,run_dir,seed
0.9283383685800605,1.0,4,0.9592749244712991,0.006767371601208459,carry3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_c/seed_101/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_c/seed_101/kl_lss_sare/student_resolved_config.yaml,1.0,0.671875,0.671875,0.0,0.328125,0.328125,1.0,0.5,8275.0,56275.0,0.9283383685800605,1760.0,1.1522711493937294,0.9592749244712991,1.3806685228501596,0.006767371601208459,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_c/seed_101/kl_lss_sare,101
0.921840529467381,1.0,4,0.9465805231641979,0.007406240151276395,carry3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_137/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_137/kl_lss_sare/student_resolved_config.yaml,1.0,0.578125,1.0,0.0,0.421875,0.0,1.0,0.5,6346.0,54346.0,0.921840529467381,1700.0,0.9331166124169207,0.9465805231641979,1.3794545139003003,0.007406240151276395,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_137/kl_lss_sare,137
0.9700625,0.5625,4,0.9780625,0.003,carry3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_139/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_139/kl_lss_sare/student_resolved_config.yaml,0.5,0.5625,1.0,0.0625,0.0,-0.4375,0.5625,0.5,16000.0,64000.0,0.9700625,2000.0,0.7141150775551796,0.9780625,1.3799183545708655,0.003,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_139/kl_lss_sare,139
1.0,0.0,1,0.0,0.0016875,carry3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_149/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_149/kl_lss_sare/student_resolved_config.yaml,0.0,0.59375,1.0,0.0,-0.59375,-1.0,0.0,0.5,16000.0,64000.0,0.62225,2000.0,0.4958488016277552,0.444375,1.3783532996177674,0.0030625,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/carry3_post5/post_pass_f/seed_149/kl_lss_sare,149
0.7274113082039911,1.0,3,0.041019955654102,0.007206208425720621,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,644.0,39860.0,0.0015527950310559005,1248.0,0.7555278146968168,0.453416149068323,1.378222138741437,0.08385093167701864,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_73/kl_lss_sare,73
0.656030503712623,1.0,3,0.010034115994380895,0.005117399157134257,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,640.0,42606.0,0.0,1332.0,1.3148822770061264,0.45,1.3630092847778137,0.0875,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_79/kl_lss_sare,79
0.979625,0.5625,4,0.979625,0.00275,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,0.0,0.0,-0.4375,0.5625,0.5,16000.0,64000.0,0.979625,2000.0,0.6115290579795838,0.979625,1.3543044168949128,0.00275,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_b/seed_83/kl_lss_sare,83
0.9236885981787867,1.0,4,0.9565217391304348,0.006669231755803514,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_89/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_89/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,7797.0,55797.0,0.9236885981787867,1744.0,0.8348599762297594,0.9565217391304348,1.3828713610768317,0.006669231755803514,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_89/kl_lss_sare,89
0.487375,0.515625,4,0.9785625,0.0033125,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_97/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_97/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.515625,0.515625,-0.484375,0.515625,0.5,16000.0,64000.0,0.487375,2000.0,1.145321977198124,0.9785625,1.3827044218182565,0.0033125,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_97/kl_lss_sare,97
0.9283383685800605,1.0,4,0.9592749244712991,0.006767371601208459,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_101/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_101/kl_lss_sare/student_resolved_config.yaml,1.0,0.671875,0.671875,0.0,0.328125,0.328125,1.0,0.5,8275.0,56275.0,0.9283383685800605,1760.0,1.091463460528647,0.9592749244712991,1.379213660446471,0.006767371601208459,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_c/seed_101/kl_lss_sare,101
0.969625,1.0,4,0.9014375,0.0034375,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_137/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_137/kl_lss_sare/student_resolved_config.yaml,1.0,0.578125,1.0,0.0,0.421875,0.0,1.0,0.5,16000.0,64000.0,0.969625,2000.0,1.0237961822450161,0.9014375,1.3830543584227561,0.0034375,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_137/kl_lss_sare,137
0.9330473072146325,1.0,4,0.95822513266343,0.0060968725302021,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_139/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_139/kl_lss_sare/student_resolved_config.yaml,0.5,0.5625,1.0,0.5,0.4375,0.0,1.0,0.5,8857.0,56857.0,0.9330473072146325,1780.0,1.0336249162052285,0.95822513266343,1.3801585391435616,0.0060968725302021,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_139/kl_lss_sare,139
0.5445625,0.453125,4,0.8713125,0.00325,disagree050,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_149/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_149/kl_lss_sare/student_resolved_config.yaml,0.0,0.59375,1.0,0.453125,-0.140625,-0.546875,0.453125,0.5,16000.0,64000.0,0.5445625,2000.0,0.5832146921902895,0.8713125,1.3808021789193154,0.00325,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree050/post_pass_f/seed_149/kl_lss_sare,149
0.7274113082039911,1.0,3,0.041019955654102,0.007206208425720621,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,644.0,39860.0,0.0,1248.0,0.7556280640994801,0.453416149068323,1.3785734050414142,0.08385093167701864,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_73/kl_lss_sare,73
0.6294375,1.0,4,0.97825,0.003625,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,16000.0,64000.0,0.6294375,2000.0,1.2599362809062005,0.97825,1.3578676072359086,0.003625,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_79/kl_lss_sare,79
1.0,0.0,1,0.0,0.0019375,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,-0.5625,-0.5625,-1.0,0.0,0.5,16000.0,64000.0,0.979625,2000.0,0.6359740236699581,0.979625,1.3514674286842345,0.00275,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_b/seed_83/kl_lss_sare,83
0.738,0.515625,2,0.0,0.002875,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_89/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_89/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.515625,0.515625,-0.484375,0.515625,0.5,7797.0,47591.0,0.9313838655893292,1488.0,1.0017727701136698,0.9565217391304348,1.3773082930308123,0.006412722842118764,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_89/kl_lss_sare,89
0.9954375,0.0,1,0.0,0.0020625,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_97/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_97/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.5,16000.0,64000.0,0.6055,2000.0,1.117140822827816,0.9785625,1.3827439522147178,0.0033125,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_97/kl_lss_sare,97
0.9283383685800605,1.0,4,0.9592749244712991,0.006767371601208459,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_101/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_101/kl_lss_sare/student_resolved_config.yaml,1.0,0.671875,0.671875,0.0,0.328125,0.328125,1.0,0.5,8275.0,56275.0,0.9283383685800605,1760.0,1.095423208355225,0.9592749244712991,1.3789056199099126,0.006767371601208459,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_c/seed_101/kl_lss_sare,101
0.421375,1.0,3,0.0,0.0029375,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_137/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_137/kl_lss_sare/student_resolved_config.yaml,1.0,0.578125,1.0,0.0,0.421875,0.0,1.0,0.5,628.0,48628.0,0.006369426751592357,1520.0,0.9832150734961033,0.45222929936305734,1.3823017284274102,0.08598726114649681,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_137/kl_lss_sare,137
0.9700625,0.5625,4,0.9780625,0.003,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_139/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_139/kl_lss_sare/student_resolved_config.yaml,0.5,0.5625,1.0,0.0625,0.0,-0.4375,0.5625,0.5,16000.0,64000.0,0.9700625,2000.0,1.1778670873045922,0.9780625,1.3786670200824738,0.003,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_139/kl_lss_sare,139
1.0,0.0,1,0.0,0.0016875,disagree100,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_149/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_149/kl_lss_sare/student_resolved_config.yaml,0.0,0.59375,1.0,0.0,-0.59375,-1.0,0.0,0.5,16000.0,64000.0,0.48875,2000.0,0.7420989936590194,0.9771875,1.3799348534345628,0.00325,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/disagree100/post_pass_f/seed_149/kl_lss_sare,149
0.7274113082039911,1.0,3,0.041019955654102,0.007206208425720621,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,644.0,39860.0,0.0015527950310559005,1248.0,0.7810938365319195,0.453416149068323,1.3782849480124082,0.08385093167701864,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_73/kl_lss_sare,73
0.7037525652301377,1.0,3,0.022280856053943126,0.007475813544415127,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,640.0,39462.0,0.0,1236.0,1.2434214770075787,0.45,1.3619914227221386,0.0875,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_79/kl_lss_sare,79
0.979625,0.5625,4,0.979625,0.00275,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,0.0,0.0,-0.4375,0.5625,0.5,16000.0,64000.0,0.979625,2000.0,0.5978832025825978,0.979625,1.3556941981911659,0.00275,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_b/seed_83/kl_lss_sare,83
0.9709375,0.515625,4,0.9789375,0.00325,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_89/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_89/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.515625,0.515625,-0.484375,0.515625,0.5,16000.0,64000.0,0.9709375,2000.0,0.9000866511166096,0.9789375,1.3839053996801376,0.00325,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_89/kl_lss_sare,89
0.7375625,1.0,4,0.9785625,0.0035,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_97/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_97/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,16000.0,64000.0,0.7375625,2000.0,1.1935653490424156,0.9785625,1.3824685029983521,0.0035,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_97/kl_lss_sare,97
0.9283383685800605,1.0,4,0.9592749244712991,0.006767371601208459,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_101/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_101/kl_lss_sare/student_resolved_config.yaml,1.0,0.671875,0.671875,0.0,0.328125,0.328125,1.0,0.5,8275.0,56275.0,0.9283383685800605,1760.0,1.1132607070951805,0.9592749244712991,1.3796454367194275,0.006767371601208459,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_c/seed_101/kl_lss_sare,101
0.7817319098457889,1.0,4,0.09687623566627125,0.021352313167259787,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_137/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_137/kl_lss_sare/student_resolved_config.yaml,1.0,0.578125,1.0,0.0,0.421875,0.0,1.0,0.5,2529.0,50529.0,0.7817319098457889,1580.0,1.0046713006460415,0.09687623566627125,1.3812574202200438,0.021352313167259787,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_137/kl_lss_sare,137
0.9700625,0.5625,4,0.9780625,0.003,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_139/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_139/kl_lss_sare/student_resolved_config.yaml,0.5,0.5625,1.0,0.0625,0.0,-0.4375,0.5625,0.5,16000.0,64000.0,0.9700625,2000.0,1.1647839490771295,0.9780625,1.3817225014567376,0.003,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_139/kl_lss_sare,139
0.493875,0.59375,3,0.0,0.003,door2_post4,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_149/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_149/kl_lss_sare/student_resolved_config.yaml,0.0,0.59375,1.0,0.59375,0.0,-0.40625,0.59375,0.5,8414.0,56414.0,0.32006180175897314,1764.0,0.5542293717008118,0.03042548134062277,1.3785500575643066,0.0066555740432612314,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/door2_post4/post_pass_f/seed_149/kl_lss_sare,149
0.7274113082039911,1.0,3,0.041019955654102,0.007206208425720621,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,644.0,39860.0,0.0015527950310559005,1248.0,0.7810938365319195,0.453416149068323,1.378375987445607,0.08385093167701864,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_73/kl_lss_sare,73
0.9127949582295178,1.0,4,0.9503151106551371,0.008354096438516782,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,6823.0,45645.0,0.9127949582295178,1428.0,1.2583781932073121,0.9503151106551371,1.358699249306963,0.008354096438516782,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_79/kl_lss_sare,79
0.979625,0.5625,4,0.979625,0.00275,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,0.0,0.0,-0.4375,0.5625,0.5,16000.0,64000.0,0.979625,2000.0,0.6358935406208038,0.979625,1.3509283546209336,0.00275,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_b/seed_83/kl_lss_sare,83
0.9709375,0.515625,4,0.9789375,0.00325,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_89/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_89/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.515625,0.515625,-0.484375,0.515625,0.5,16000.0,64000.0,0.9709375,2000.0,0.8694561832547187,0.9789375,1.383867504954338,0.00325,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_89/kl_lss_sare,89
0.487375,0.515625,4,0.9785625,0.0033125,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_97/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_97/kl_lss_sare/student_resolved_config.yaml,0.0,0.0,1.0,0.515625,0.515625,-0.484375,0.515625,0.5,16000.0,64000.0,0.487375,2000.0,1.1931093697547912,0.9785625,1.383097295165062,0.0033125,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_97/kl_lss_sare,97
0.9280280159401039,1.0,4,0.9585798816568047,0.006762468300929839,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_101/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_101/kl_lss_sare/student_resolved_config.yaml,1.0,0.671875,0.671875,0.0,0.328125,0.328125,1.0,0.5,8281.0,56281.0,0.9280280159401039,1760.0,1.076813958401472,0.9585798816568047,1.3806180148694729,0.006762468300929839,kl_lss_sare,post_pass_c,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_c/seed_101/kl_lss_sare,101
0.4921875,1.0,3,0.0,0.002875,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_137/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_137/kl_lss_sare/student_resolved_config.yaml,1.0,0.578125,1.0,0.0,0.421875,0.0,1.0,0.5,619.0,48619.0,0.008077544426494346,1520.0,1.0055889904499054,0.4507269789983845,1.3817364007234574,0.08723747980613894,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_137/kl_lss_sare,137
0.9700625,0.5625,4,0.9780625,0.003,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_139/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_139/kl_lss_sare/student_resolved_config.yaml,0.5,0.5625,1.0,0.0625,0.0,-0.4375,0.5625,0.5,16000.0,64000.0,0.9700625,2000.0,1.3580785754919051,0.9780625,1.3821389389038086,0.003,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_139/kl_lss_sare,139
1.0,0.0,1,0.0,0.0016875,door3_post5,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_149/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_149/kl_lss_sare/student_resolved_config.yaml,0.0,0.59375,1.0,0.0,-0.59375,-1.0,0.0,0.5,16000.0,64000.0,0.711125,2000.0,0.5639175575822591,0.41375,1.3784746488332749,0.0030625,kl_lss_sare,post_pass_f,outputs/experiments/lss_hard_family_saturation/stage1_screening/door3_post5/post_pass_f/seed_149/kl_lss_sare,149
0.6665,0.171875,4,0.2454375,0.0029375,phase_balanced_4096,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_73/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_73/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,-0.828125,0.171875,-0.828125,0.171875,0.5,16000.0,4096.0,0.6665,128.0,0.6661553585231305,0.2454375,1.3800808004140854,0.0029375,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_73/kl_lss_sare,73
0.9960625,0.0,1,0.0,0.0020625,phase_balanced_4096,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_79/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_79/kl_lss_sare/student_resolved_config.yaml,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0,0.5,16000.0,4096.0,0.846875,128.0,1.091518033862114,0.0,1.3852024810910224,0.002375,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_79/kl_lss_sare,79
1.0,0.0,1,0.0,0.0019375,phase_balanced_4096,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_83/kl_lss_sare/latest.pt,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_83/kl_lss_sare/student_resolved_config.yaml,0.5625,0.5625,1.0,-0.5625,-0.5625,-1.0,0.0,0.5,16000.0,4096.0,0.6858125,128.0,0.480157279253006,0.0,1.3819259921908378,0.0021875,kl_lss_sare,post_pass_b,outputs/experiments/lss_hard_family_saturation/stage1_screening/phase_balanced_4096/post_pass_b/seed_83/kl_lss_sare,83
