active_compute_proxy,checkpoint_path,config_path,detail,eval/action_entropy,eval/action_greedy_match,eval/action_logit_margin,eval/action_max_prob,eval/failure_action_logit_margin,eval/failure_action_max_prob,eval/length_median,eval/long_action_max_prob,eval/short_action_max_prob,eval/success_action_logit_margin,eval/success_action_max_prob,eval_episode_length,eval_return,eval_success_rate,expert_count,expert_load_0,expert_load_1,expert_load_2,expert_load_3,lane,path_coverage_top_10,path_coverage_top_20,path_coverage_top_50,path_entropy,probe,repr/direction_norm,repr/pooled_norm,repr/token_feature_std,repr/token_norm,repr/token_pairwise_cosine,route_entropy,run_dir,seed,top_k
0.5,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/latest.pt,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/resolved_config.yaml,-,0.05792313894314011,1.0,5.988990702550271,0.9900415436491373,,,11.0,0.9898570139848049,0.9901254207692883,5.988990702550271,0.9900415436491373,10.921875,0.9606812354177237,1.0,4.0,0.24632011128194403,0.24979259675801402,0.25048550511851453,0.25340176561866146,original,0.9999999933772616,0.9999999933772616,0.9999999933772616,1.269103659523858,baseline,11.467710967015739,0.8807272899030435,0.9717341041324115,11.310502562860046,-0.012998507842609678,1.3844813277023007,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare,7,2.0
0.5,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/latest.pt,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/resolved_config.yaml,0,0.6627413023142144,1.0,2.3112953826487064,0.8113804944623262,2.3112953826487064,0.8113804944623262,250.0,,0.8113804944623262,,,250.0,0.0,0.0,4.0,0.2464349564909935,0.2492684134170413,0.2504667711406946,0.2538298458606005,original,0.9999999998509884,0.9999999998509884,0.9999999998509884,1.268063239276409,expert_ablation,11.450097961902618,1.9919243513941765,0.9631381739377975,11.308434731483459,0.014428294794633985,1.3844552778601646,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare,7,2.0
0.5,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/latest.pt,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/resolved_config.yaml,1,0.4604749457195867,1.0,2.9349555002748966,0.8296219903007149,2.9349555002748966,0.8296219903007149,250.0,,0.8296219903007149,,,250.0,0.0,0.0,4.0,0.24645737148076297,0.2493023376688361,0.2505037782639265,0.25373649401962756,original,0.9999999998509884,0.9999999998509884,0.9999999998509884,1.259443604826927,expert_ablation,11.437068557262421,1.6676498685479164,0.9673252781033516,11.29319922542572,0.002929454260854982,1.3845286357402802,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare,7,2.0
0.5,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/latest.pt,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/resolved_config.yaml,2,1.5299508134573698,1.0,0.42757220225408676,0.3876769835166633,0.42757220225408676,0.3876769835166633,250.0,,0.3876769835166633,,,250.0,0.0,0.0,4.0,0.24639067328721284,0.2485795988664031,0.2507418248653412,0.2542878871113062,original,0.9999999839961529,0.9999999839961529,0.9999999839961529,1.2581831381320954,expert_ablation,11.4187132730484,5.133943407297134,0.8608346246778965,11.253857776641846,0.20433600641787053,1.3845199223160745,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare,7,2.0
0.5,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/latest.pt,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/resolved_config.yaml,3,0.6136893324824051,1.0,1.8387628876566886,0.7779962659161538,1.8387628876566886,0.7779962659161538,250.0,,0.7779962659161538,,,250.0,0.0,0.0,4.0,0.24656614862382412,0.24873985563963652,0.25071355676651,0.2539804203659296,original,0.9999999849796295,0.9999999849796295,0.9999999849796295,1.2706148276329041,expert_ablation,11.490794808387756,3.7306109964847565,0.9121376980543137,11.24990431880951,0.10257452636957169,1.3844204300045968,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare,7,2.0
0.5,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/latest.pt,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/resolved_config.yaml,most_used_pair,1.6412816088050604,1.0,0.9341211463734507,0.42795061398111284,0.9341211463734507,0.42795061398111284,250.0,,0.42795061398111284,,,250.0,0.0,0.0,4.0,0.0,0.0,0.5,0.5,original,1.0,1.0,1.0,0.0,router_override,11.460072303295135,5.741396313667297,0.8468344251811505,11.329461590766908,0.2521668214425445,0.6931474804878235,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare,7,2.0
0.5,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/latest.pt,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare/resolved_config.yaml,uniform_topk_random,0.44247958456818015,1.0,2.555378509312868,0.8408240152485669,2.555378509312868,0.8408240152485669,250.0,,0.8408240152485669,,,250.0,0.0,0.0,4.0,0.2502287436574698,0.2501337433829904,0.2497968687042594,0.24984061844646932,original,0.9999999878406525,0.9999999878406525,0.9999999878406525,1.3824416933059693,route_randomization,11.415318972110748,2.8693449530601502,0.9434084396958351,11.288887454986572,0.052054871973581614,0.6931474804878235,outputs/reproductions/lss_claim_hardening_baseline/seed_7/kl_lss_sare,7,2.0
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare/resolved_config.yaml,-,0.12201974231048524,1.0,5.320887420215124,0.9716761354508787,,,10.0,0.9634831908322397,0.9754002011866238,5.320887420215124,0.9716761354508787,9.984375,0.9640562366694212,1.0,4.0,0.24376080681880316,0.24888252271782785,0.22524543266211236,0.2821112179330417,fresh,0.9999999716168358,0.9999999716168358,0.9999999716168358,0.8016277487788882,baseline,11.456283501216344,0.9701390159981591,0.9692877772308531,11.301872650782267,-0.012656142768849219,1.3803662714504061,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare,23,2.0
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare/resolved_config.yaml,0,1.5972526629045607,1.0,0.41606707691773775,0.36654080907255404,0.41606707691773775,0.36654080907255404,250.0,,0.36654080907255404,,,250.0,0.0,0.0,4.0,0.2448479780629277,0.24951284532248974,0.22468043503910304,0.2809587298035622,fresh,0.9999999999701977,0.9999999999701977,0.9999999999701977,0.8395311686098575,expert_ablation,11.450217658996582,5.47549812245369,0.8480568344891072,11.311164843082429,0.23125179114937783,1.380480641424656,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare,23,2.0
0.5,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare/latest.pt,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare/resolved_config.yaml,1,1.068738898418844,1.0,1.0417788387984037,0.5833223511911929,1.0417788387984037,0.5833223511911929,250.0,,0.5833223511911929,,,250.0,0.0,0.0,4.0,0.24555366054922342,0.24973379434645177,0.22446168856322765,0.2802508356571197,fresh,0.9999999907314777,0.9999999907314777,0.9999999907314777,0.8391436346769333,expert_ablation,11.456800667285918,4.262221719264984,0.8964528523683548,11.295079007148743,0.1354081978946924,1.3807385170459747,outputs/experiments/lss_claim_hardening/additional_seeds/seed_23/kl_lss_sare,23,2.0
