after_best_sampled_mode,after_best_sampled_success,after_greedy_margin,after_greedy_max_prob,after_greedy_return,after_greedy_success,before_best_sampled_mode,before_best_sampled_success,before_greedy_margin,before_greedy_max_prob,before_greedy_return,before_greedy_success,fine_tune/loss_final,fine_tune/loss_mean,fine_tune/steps,fine_tune/trainable_params,harvest_episodes_seen,harvest_mean_length,harvest_mean_return,harvest_steps,harvest_successes,run_name,target,teacher_temperature,variant,weighting
sampled_t1.0,1.0,0.3966606161892414,0.4171103115640581,0.0,0.0,sampled_t1.0,1.0,0.4031649324893951,0.4131719155535102,0.0,0.0,1.1824686527252197,1.2227697884043058,240.0,299527.0,66,59.859375,0.7845062543638051,3831,64,sare_policy_head_plus_last_shared_return,policy_head_plus_last_shared,1.0,sare,return
sampled_t1.0,1.0,0.4156174375116825,0.42651797158643606,0.0,0.0,sampled_t1.0,1.0,0.4031649324893951,0.4131719155535102,0.0,0.0,1.2046023607254028,1.2287207782268523,240.0,299527.0,66,59.859375,0.7845062543638051,3831,64,sare_policy_head_plus_last_shared_uniform,policy_head_plus_last_shared,1.0,sare,uniform
sampled_t1.0,1.0,0.4006510667800903,0.41802749124169347,0.0,0.0,sampled_t1.0,1.0,0.4031649324893951,0.4131719155535102,0.0,0.0,1.1789352893829346,1.2190619274973868,240.0,17671.0,66,59.859375,0.7845062543638051,3831,64,sare_policy_head_return,policy_head,1.0,sare,return
sampled_t1.0,1.0,0.4066458749473095,0.42282957915216685,0.0,0.0,sampled_t1.0,1.0,0.4031649324893951,0.4131719155535102,0.0,0.0,1.200972318649292,1.2265074834227563,240.0,17671.0,66,59.859375,0.7845062543638051,3831,64,sare_policy_head_uniform,policy_head,1.0,sare,uniform
sampled_t1.0,0.71875,1.0228150730580092,0.4886669059470296,0.0,0.0,sampled_t1.0,0.75,1.0260329273492097,0.48628635988757013,0.0,0.0,1.3879921436309814,1.4070134648909935,520.0,100615.0,88,128.6875,0.5367249995470047,8236,64,single_expert_policy_head_plus_last_shared_return,policy_head_plus_last_shared,1.0,single_expert,return
sampled_t1.0,0.75,0.9222797281742097,0.4695163109451532,0.0,0.0,sampled_t1.0,0.75,1.0260329273492097,0.48628635988757013,0.0,0.0,1.3757388591766357,1.4001589013979985,520.0,100615.0,88,128.6875,0.5367249995470047,8236,64,single_expert_policy_head_plus_last_shared_uniform,policy_head_plus_last_shared,1.0,single_expert,uniform
sampled_t1.0,0.84375,0.9161347153484822,0.4677275409251451,0.0,0.0,sampled_t1.0,0.75,1.0260329273492097,0.48628635988757013,0.0,0.0,1.3888169527053833,1.4063107087061955,520.0,17671.0,88,128.6875,0.5367249995470047,8236,64,single_expert_policy_head_return,policy_head,1.0,single_expert,return
sampled_t1.0,0.90625,0.898099907681346,0.4642972424849868,0.0,0.0,sampled_t1.0,0.75,1.0260329273492097,0.48628635988757013,0.0,0.0,1.3742817640304565,1.3996363630661597,520.0,17671.0,88,128.6875,0.5367249995470047,8236,64,single_expert_policy_head_uniform,policy_head,1.0,single_expert,uniform
