active_compute_proxy,approx_kl,ent_coef_current,entropy,env_id,eval/action_entropy,eval/action_greedy_match,eval/action_logit_margin,eval/action_max_prob,eval/failure_action_logit_margin,eval/failure_action_max_prob,eval/length_median,eval/long_action_max_prob,eval/short_action_max_prob,eval/success_action_logit_margin,eval/success_action_max_prob,eval_episode_length,eval_return,eval_success_rate,expert_load_0,expert_load_1,expert_load_2,expert_load_3,explained_variance,global_step,gpu_utilization,greedy,loss,mode,path_coverage_top_10,path_coverage_top_20,path_coverage_top_50,path_entropy,policy_loss,repr/direction_norm,repr/pooled_norm,repr/token_feature_std,repr/token_norm,repr/token_pairwise_cosine,rollout/action_entropy,rollout/action_greedy_match,rollout/action_logit_margin,rollout/action_max_prob,rollout/action_selected_prob,route_entropy,run_dir,run_name,step,temperature,throughput_fps,train/episode_length,train/episode_return,train/episodes_completed,train/success_rate,value_loss,variant,wall_clock_seconds
1.0,3.441396984271705e-06,0.0010000000474974513,0.04449308663606644,MiniGrid-DoorKey-5x5-v0,0.03958043764847322,1.0,6.6372021905482,0.993213618768721,,,11.0,0.9924698246868102,0.993461550129358,6.6372021905482,0.993213618768721,10.75,0.9612999856472015,1.0,,,,,0.7953310012817383,163840.0,29.25,True,-9.974807471735403e-05,greedy,,,,,-0.00010011616541305557,,3.3921360969543457,,,,0.044614069163799286,0.990234375,6.541656494140625,0.9916849136352539,0.9836087226867676,0.0,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_flat_dense_ent1e3,minigrid_doorkey_flat_dense_ent1e3,80,1.0,9075.1123046875,11.043478260869565,0.9602434738822605,184.0,1.0,8.972350042313337e-05,flat_dense,18.05377197265625
1.0,3.441396984271705e-06,0.0010000000474974513,0.04449308663606644,MiniGrid-DoorKey-5x5-v0,0.039598901723722005,0.9953125,6.636971744316112,0.9932243620624239,,,11.0,0.992667559866358,0.9934422411826237,6.636971744316112,0.9932243620624239,10.84375,0.9609624855220318,1.0,,,,,0.7953310012817383,163840.0,29.25,False,-9.974807471735403e-05,sampled_t1.0,,,,,-0.00010011616541305557,,3.3921360969543457,,,,0.044614069163799286,0.990234375,6.541656494140625,0.9916849136352539,0.9836087226867676,0.0,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_flat_dense_ent1e3,minigrid_doorkey_flat_dense_ent1e3,80,1.0,9075.1123046875,11.043478260869565,0.9602434738822605,184.0,1.0,8.972350042313337e-05,flat_dense,18.05377197265625
1.0,3.441396984271705e-06,0.0010000000474974513,0.04449308663606644,MiniGrid-DoorKey-5x5-v0,0.007283143177156725,1.0,6.6372021905482,0.9986769841560844,,,11.0,0.9990352053440861,0.9985575770934171,6.6372021905482,0.9986769841560844,10.75,0.9612999856472015,1.0,,,,,0.7953310012817383,163840.0,29.25,False,-9.974807471735403e-05,sampled_t0.7,,,,,-0.00010011616541305557,,3.3921360969543457,,,,0.044614069163799286,0.990234375,6.541656494140625,0.9916849136352539,0.9836087226867676,0.0,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_flat_dense_ent1e3,minigrid_doorkey_flat_dense_ent1e3,80,0.7,9075.1123046875,11.043478260869565,0.9602434738822605,184.0,1.0,8.972350042313337e-05,flat_dense,18.05377197265625
1.0,3.441396984271705e-06,0.0010000000474974513,0.04449308663606644,MiniGrid-DoorKey-5x5-v0,0.0016968043745105013,1.0,6.6372021905482,0.999682339156471,,,11.0,0.999915601474134,0.9996045850505832,6.6372021905482,0.999682339156471,10.75,0.9612999856472015,1.0,,,,,0.7953310012817383,163840.0,29.25,False,-9.974807471735403e-05,sampled_t0.5,,,,,-0.00010011616541305557,,3.3921360969543457,,,,0.044614069163799286,0.990234375,6.541656494140625,0.9916849136352539,0.9836087226867676,0.0,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_flat_dense_ent1e3,minigrid_doorkey_flat_dense_ent1e3,80,0.5,9075.1123046875,11.043478260869565,0.9602434738822605,184.0,1.0,8.972350042313337e-05,flat_dense,18.05377197265625
0.5,0.00042319518979638815,0.0010000000474974513,1.1411707401275635,MiniGrid-DoorKey-5x5-v0,1.3489481330439448,1.0,0.4032957535088062,0.4131705073192716,0.4032957535088062,0.4131705073192716,250.0,,0.4131705073192716,,,250.0,0.0,0.0,0.25566473603248596,0.2483406960964203,0.24796438217163086,0.2480301558971405,0.38549816608428955,163840.0,54.0,True,0.0010491777211427689,greedy,1.0,1.0,1.0,1.2103241682052612,-0.00023695272102486342,11.561259269714355,6.0301008224487305,0.7924177646636963,11.301618576049805,0.2966660261154175,1.1425076723098755,0.52587890625,0.8140869140625,0.527287483215332,0.4108598232269287,1.3854732513427734,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_sare_ent1e3,minigrid_doorkey_sare_ent1e3,80,1.0,5742.9775390625,70.0,0.744296321162471,27.0,0.9629629629629629,0.004854602739214897,sare,28.52875518798828
0.5,0.00042319518979638815,0.0010000000474974513,1.1411707401275635,MiniGrid-DoorKey-5x5-v0,1.2170147910290847,0.5076335775994932,0.7094640828791549,0.493349693827948,0.4441112633943558,0.4077353637292981,52.0,0.4868319252783888,0.49910066607755904,0.7094640828791549,0.493349693827948,63.96875,0.7697125049307942,1.0,0.25566473603248596,0.2483406960964203,0.24796438217163086,0.2480301558971405,0.38549816608428955,163840.0,54.0,False,0.0010491777211427689,sampled_t1.0,1.0,1.0,1.0,1.2103241682052612,-0.00023695272102486342,11.561259269714355,6.0301008224487305,0.7924177646636963,11.301618576049805,0.2966660261154175,1.1425076723098755,0.52587890625,0.8140869140625,0.527287483215332,0.4108598232269287,1.3854732513427734,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_sare_ent1e3,minigrid_doorkey_sare_ent1e3,80,1.0,5742.9775390625,70.0,0.744296321162471,27.0,0.9629629629629629,0.004854602739214897,sare,28.52875518798828
0.5,0.00042319518979638815,0.0010000000474974513,1.1411707401275635,MiniGrid-DoorKey-5x5-v0,1.0416885285544715,0.5768295994453679,0.7119708020730174,0.5706757077244223,0.4441112633943558,0.4077353637292981,39.0,0.5472103051305979,0.5913804747189735,0.7119708020730174,0.5706757077244223,49.5625,0.821574998088181,1.0,0.25566473603248596,0.2483406960964203,0.24796438217163086,0.2480301558971405,0.38549816608428955,163840.0,54.0,False,0.0010491777211427689,sampled_t0.7,1.0,1.0,1.0,1.2103241682052612,-0.00023695272102486342,11.561259269714355,6.0301008224487305,0.7924177646636963,11.301618576049805,0.2966660261154175,1.1425076723098755,0.52587890625,0.8140869140625,0.527287483215332,0.4108598232269287,1.3854732513427734,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_sare_ent1e3,minigrid_doorkey_sare_ent1e3,80,0.7,5742.9775390625,70.0,0.744296321162471,27.0,0.9629629629629629,0.004854602739214897,sare,28.52875518798828
0.5,0.00042319518979638815,0.0010000000474974513,1.1411707401275635,MiniGrid-DoorKey-5x5-v0,0.8580337229733502,0.6674180538197304,0.7082248126739488,0.655810808314105,0.4441112633943558,0.4077353637292981,38.5,0.6496048500786316,0.6620167665495782,0.7082248126739488,0.655810808314105,47.5625,0.8287750007584691,1.0,0.25566473603248596,0.2483406960964203,0.24796438217163086,0.2480301558971405,0.38549816608428955,163840.0,54.0,False,0.0010491777211427689,sampled_t0.5,1.0,1.0,1.0,1.2103241682052612,-0.00023695272102486342,11.561259269714355,6.0301008224487305,0.7924177646636963,11.301618576049805,0.2966660261154175,1.1425076723098755,0.52587890625,0.8140869140625,0.527287483215332,0.4108598232269287,1.3854732513427734,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_sare_ent1e3,minigrid_doorkey_sare_ent1e3,80,0.5,5742.9775390625,70.0,0.744296321162471,27.0,0.9629629629629629,0.004854602739214897,sare,28.52875518798828
1.0,4.5217959268484265e-05,0.009999999776482582,1.6611180305480957,MiniGrid-DoorKey-5x5-v0,1.7180617683827877,1.0,0.3296962944343686,0.31532976061105733,0.3296962944343686,0.31532976061105733,250.0,,0.31532976061105733,,,250.0,0.0,0.0,,,,,0.29110515117645264,163840.0,46.75,True,-0.015406978316605091,greedy,,,,,-0.00020604391465894878,11.362844467163086,10.850804328918457,0.24053743481636047,11.359248161315918,0.9316902756690979,1.6597800254821777,0.3583984375,0.5713715553283691,0.363915354013443,0.23363959789276123,0.0,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_token_dense,minigrid_doorkey_token_dense,80,1.0,6047.10791015625,176.22222222222223,0.3100444475809733,9.0,0.4444444444444444,0.0028204922564327717,token_dense,27.093944549560547
1.0,4.5217959268484265e-05,0.009999999776482582,1.6611180305480957,MiniGrid-DoorKey-5x5-v0,1.661112058449763,0.3649016765745118,0.5829725521268764,0.36396339121325505,0.5871785551350692,0.36617250483817065,250.0,,0.36396339121325505,0.5423145230476784,0.342608626172404,240.5,0.04357500094920397,0.09375,,,,,0.29110515117645264,163840.0,46.75,False,-0.015406978316605091,sampled_t1.0,,,,,-0.00020604391465894878,11.362844467163086,10.850804328918457,0.24053743481636047,11.359248161315918,0.9316902756690979,1.6597800254821777,0.3583984375,0.5713715553283691,0.363915354013443,0.23363959789276123,0.0,outputs/reproductions/teacher_extraction_baseline/minigrid_doorkey_token_dense,minigrid_doorkey_token_dense,80,1.0,6047.10791015625,176.22222222222223,0.3100444475809733,9.0,0.4444444444444444,0.0028204922564327717,token_dense,27.093944549560547
